sku,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Churn_Status
J0310-TP-XS,70,1,339.0,1,1,1,111,3,At Risk,Churn Likely
J0310-TP-XXL,5,4,1340.0,3,2,1,321,6,Others,Needs Nurturing
J0314-KR-L,4,1,761.0,4,1,1,411,6,Loyal,Retained
J0314-KR-M,21,3,2317.0,2,1,2,212,5,Others,Needs Nurturing
J0314-KR-S,25,2,1522.0,2,1,2,212,5,Others,Needs Nurturing
J0314-KR-XL,6,3,2283.0,3,1,2,312,6,Others,Needs Nurturing
J0319-KR-L,42,2,1742.0,1,1,2,112,4,At Risk,Churn Likely
J0319-KR-S,26,1,871.0,2,1,1,211,4,Others,Needs Nurturing
J0319-KR-XL,29,2,829.52,2,1,1,211,4,Others,Needs Nurturing
J0319-KR-XXL,35,1,871.0,1,1,1,111,3,At Risk,Churn Likely
J0323-CD-L,15,3,1576.57,2,1,2,212,5,Others,Needs Nurturing
J0323-CD-M,9,1,493.33,3,1,1,311,5,Others,Needs Nurturing
J0323-CD-S,44,1,534.0,1,1,1,111,3,At Risk,Churn Likely
J0323-CD-XXL,36,1,534.0,1,1,1,111,3,At Risk,Churn Likely
J0324-CD-L,68,1,0.0,1,1,1,111,3,At Risk,Churn Likely
J0328-KR-L,34,13,12207.0,1,3,4,134,8,Big Spender,Needs Nurturing
J0328-KR-M,90,1,927.0,1,1,1,111,3,At Risk,Churn Likely
J0328-KR-S,58,2,1878.0,1,1,2,112,4,At Risk,Churn Likely
J0328-KR-XL,78,3,2793.0,1,1,2,112,4,At Risk,Churn Likely
J0328-KR-XS,2,8,7232.0,4,3,3,433,10,Champions,Needs Nurturing
J0328-KR-XXL,2,16,14608.0,4,3,4,434,11,Champions,Needs Nurturing
J0328-KR-XXXL,35,10,9278.0,1,3,3,133,7,At Risk,Churn Likely
J0329-KR-L,35,6,4831.0,1,2,3,123,6,At Risk,Churn Likely
J0329-KR-M,76,5,3661.0,1,2,2,122,5,At Risk,Churn Likely
J0329-KR-S,36,5,4030.0,1,2,3,123,6,At Risk,Churn Likely
J0329-KR-XL,7,14,11113.9,3,3,4,334,10,Champions,Needs Nurturing
J0329-KR-XS,3,6,4780.0,4,2,3,423,9,Champions,Needs Nurturing
J0329-KR-XXL,15,8,6332.0,2,3,3,233,8,Others,Needs Nurturing
J0329-KR-XXXL,10,12,9603.0,3,3,3,333,9,Champions,Needs Nurturing
J0330-KR-L,26,3,1725.0,2,1,2,212,5,Others,Needs Nurturing
J0330-KR-M,11,3,1725.0,3,1,2,312,6,Others,Needs Nurturing
J0330-KR-XL,29,2,1150.0,2,1,1,211,4,Others,Needs Nurturing
J0330-KR-XS,8,2,1174.0,3,1,1,311,5,Others,Needs Nurturing
J0330-KR-XXL,15,3,1773.0,2,1,2,212,5,Others,Needs Nurturing
J0330-KR-XXXL,18,3,1725.0,2,1,2,212,5,Others,Needs Nurturing
J0331-KR-L,6,10,7375.38,3,3,3,333,9,Champions,Needs Nurturing
J0331-KR-M,24,9,7248.38,2,3,3,233,8,Others,Needs Nurturing
J0331-KR-S,8,5,4110.0,3,2,3,323,8,Others,Needs Nurturing
J0331-KR-XL,12,8,6506.0,3,3,3,333,9,Champions,Needs Nurturing
J0331-KR-XS,14,1,832.0,2,1,1,211,4,Others,Needs Nurturing
J0331-KR-XXL,10,7,5774.0,3,2,3,323,8,Others,Needs Nurturing
J0331-KR-XXXL,7,17,13834.0,3,3,4,334,10,Champions,Needs Nurturing
J0332-DR-L,73,5,3495.0,1,2,2,122,5,At Risk,Churn Likely
J0332-DR-M,39,12,8326.0,1,3,3,133,7,At Risk,Churn Likely
J0332-DR-S,11,18,14210.71,3,4,4,344,11,Champions,Needs Nurturing
J0332-DR-XL,13,20,13841.0,2,4,4,244,10,Champions,Needs Nurturing
J0332-DR-XS,28,13,8810.0,2,3,3,233,8,Others,Needs Nurturing
J0332-DR-XXL,1,33,24146.0,4,4,4,444,12,Champions,Needs Nurturing
J0332-DR-XXXL,8,16,11732.0,3,3,4,334,10,Champions,Needs Nurturing
J0333-DR-L,4,17,14265.0,4,3,4,434,11,Champions,Needs Nurturing
J0333-DR-M,31,8,6780.0,2,3,3,233,8,Others,Needs Nurturing
J0333-DR-S,17,6,5130.0,2,2,3,223,7,Others,Needs Nurturing
J0333-DR-XL,46,12,9881.42,1,3,3,133,7,At Risk,Churn Likely
J0333-DR-XS,60,2,1650.0,1,1,2,112,4,At Risk,Churn Likely
J0333-DR-XXL,9,11,9697.57,3,3,3,333,9,Champions,Needs Nurturing
J0333-DR-XXXL,2,34,28748.57,4,4,4,444,12,Champions,Needs Nurturing
J0334-TP-L,10,25,13621.48,3,4,4,344,11,Champions,Needs Nurturing
J0334-TP-M,22,46,24708.0,2,4,4,244,10,Champions,Needs Nurturing
J0334-TP-S,3,38,21453.86,4,4,4,444,12,Champions,Needs Nurturing
J0334-TP-XL,32,22,11919.62,2,4,4,244,10,Champions,Needs Nurturing
J0334-TP-XS,26,23,12559.05,2,4,4,244,10,Champions,Needs Nurturing
J0334-TP-XXL,12,14,8375.0,3,3,3,333,9,Champions,Needs Nurturing
J0334-TP-XXXL,29,8,4530.0,2,3,3,233,8,Others,Needs Nurturing
J0335-DR-L,15,141,130103.47,2,4,4,244,10,Champions,Needs Nurturing
J0335-DR-M,8,93,80805.57,3,4,4,344,11,Champions,Needs Nurturing
J0335-DR-S,19,47,40259.48,2,4,4,244,10,Champions,Needs Nurturing
J0335-DR-XL,8,95,89850.14,3,4,4,344,11,Champions,Needs Nurturing
J0335-DR-XS,5,36,33525.24,3,4,4,344,11,Champions,Needs Nurturing
J0335-DR-XXL,3,63,60081.47,4,4,4,444,12,Champions,Needs Nurturing
J0335-DR-XXXL,17,20,17944.1,2,4,4,244,10,Champions,Needs Nurturing
J0336-TP-L,3,31,21036.0,4,4,4,444,12,Champions,Needs Nurturing
J0336-TP-M,4,27,17488.0,4,4,4,444,12,Champions,Needs Nurturing
J0336-TP-S,5,12,7650.0,3,3,3,333,9,Champions,Needs Nurturing
J0336-TP-XL,16,22,14035.0,2,4,4,244,10,Champions,Needs Nurturing
J0336-TP-XS,13,7,4417.0,2,2,3,223,7,Others,Needs Nurturing
J0336-TP-XXL,2,21,13920.0,4,4,4,444,12,Champions,Needs Nurturing
J0336-TP-XXXL,4,35,22827.0,4,4,4,444,12,Champions,Needs Nurturing
J0337-TP-L,4,28,16100.0,4,4,4,444,12,Champions,Needs Nurturing
J0337-TP-M,11,28,14477.0,3,4,4,344,11,Champions,Needs Nurturing
J0337-TP-S,1,18,8781.0,4,4,3,443,11,Champions,Needs Nurturing
J0337-TP-XL,14,15,8009.43,2,3,3,233,8,Others,Needs Nurturing
J0337-TP-XS,10,15,7923.0,3,3,3,333,9,Champions,Needs Nurturing
J0337-TP-XXL,14,19,10553.0,2,4,3,243,9,Champions,Needs Nurturing
J0337-TP-XXXL,8,19,10114.0,3,4,3,343,10,Champions,Needs Nurturing
J0338-DR-L,3,51,42188.82,4,4,4,444,12,Champions,Needs Nurturing
J0338-DR-M,8,26,20859.0,3,4,4,344,11,Champions,Needs Nurturing
J0338-DR-S,4,49,41279.14,4,4,4,444,12,Champions,Needs Nurturing
J0338-DR-XL,2,40,36244.96,4,4,4,444,12,Champions,Needs Nurturing
J0338-DR-XS,9,49,40157.0,3,4,4,344,11,Champions,Needs Nurturing
J0338-DR-XXL,1,18,14634.0,4,4,4,444,12,Champions,Needs Nurturing
J0338-DR-XXXL,4,28,23441.0,4,4,4,444,12,Champions,Needs Nurturing
J0339-DR-L,1,128,103644.61,4,4,4,444,12,Champions,Needs Nurturing
J0339-DR-M,1,153,125713.33,4,4,4,444,12,Champions,Needs Nurturing
J0339-DR-S,1,107,87475.57,4,4,4,444,12,Champions,Needs Nurturing
J0339-DR-XL,2,173,139913.14,4,4,4,444,12,Champions,Needs Nurturing
J0339-DR-XS,2,41,33533.57,4,4,4,444,12,Champions,Needs Nurturing
J0339-DR-XXL,9,114,97912.33,3,4,4,344,11,Champions,Needs Nurturing
J0339-DR-XXXL,10,90,74467.14,3,4,4,344,11,Champions,Needs Nurturing
J0340-TP-L,1,50,31970.38,4,4,4,444,12,Champions,Needs Nurturing
J0340-TP-M,1,78,52705.0,4,4,4,444,12,Champions,Needs Nurturing
J0340-TP-S,3,61,45351.14,4,4,4,444,12,Champions,Needs Nurturing
J0340-TP-XL,10,24,15268.0,3,4,4,344,11,Champions,Needs Nurturing
J0340-TP-XS,2,67,43730.38,4,4,4,444,12,Champions,Needs Nurturing
J0340-TP-XXL,8,26,17990.0,3,4,4,344,11,Champions,Needs Nurturing
J0340-TP-XXXL,2,12,7422.0,4,3,3,433,10,Champions,Needs Nurturing
J0341-DR-L,7,270,217865.04,3,4,4,344,11,Champions,Needs Nurturing
J0341-DR-M,2,285,235151.42,4,4,4,444,12,Champions,Needs Nurturing
J0341-DR-S,1,260,214934.45,4,4,4,444,12,Champions,Needs Nurturing
J0341-DR-XL,1,199,161609.48,4,4,4,444,12,Champions,Needs Nurturing
J0341-DR-XS,7,142,113103.33,3,4,4,344,11,Champions,Needs Nurturing
J0341-DR-XXL,2,203,178656.29,4,4,4,444,12,Champions,Needs Nurturing
J0341-DR-XXXL,2,179,154002.86,4,4,4,444,12,Champions,Needs Nurturing
J0342-TP-L,8,45,28805.14,3,4,4,344,11,Champions,Needs Nurturing
J0342-TP-M,8,40,26278.0,3,4,4,344,11,Champions,Needs Nurturing
J0342-TP-S,16,34,20707.0,2,4,4,244,10,Champions,Needs Nurturing
J0342-TP-XL,4,10,6227.01,4,3,3,433,10,Champions,Needs Nurturing
J0342-TP-XS,9,19,12374.0,3,4,4,344,11,Champions,Needs Nurturing
J0342-TP-XXL,1,13,7705.0,4,3,3,433,10,Champions,Needs Nurturing
J0342-TP-XXXL,40,15,9530.33,1,3,3,133,7,At Risk,Churn Likely
J0343-DR-L,44,28,22941.0,1,4,4,144,9,Champions,Needs Nurturing
J0343-DR-M,13,94,79989.86,2,4,4,244,10,Champions,Needs Nurturing
J0343-DR-S,23,51,40819.86,2,4,4,244,10,Champions,Needs Nurturing
J0343-DR-XL,3,83,70042.57,4,4,4,444,12,Champions,Needs Nurturing
J0343-DR-XS,9,21,17954.0,3,4,4,344,11,Champions,Needs Nurturing
J0343-DR-XXL,9,64,55448.0,3,4,4,344,11,Champions,Needs Nurturing
J0343-DR-XXXL,3,76,67566.0,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-L,4,95,55452.82,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-M,2,87,50075.48,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-S,3,52,29484.0,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-XL,1,76,42086.8,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-XS,3,27,14353.81,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-XXL,1,64,36266.43,4,4,4,444,12,Champions,Needs Nurturing
J0344-TP-XXXL,11,43,23555.0,3,4,4,344,11,Champions,Needs Nurturing
J0345-SET-L,20,9,4383.24,2,3,3,233,8,Others,Needs Nurturing
J0345-SET-M,43,3,1516.0,1,1,2,112,4,At Risk,Churn Likely
J0345-SET-XL,3,15,7337.0,4,3,3,433,10,Champions,Needs Nurturing
J0345-SET-XS,7,4,1912.0,3,2,2,322,7,Others,Needs Nurturing
J0345-SET-XXL,5,7,3409.0,3,2,2,322,7,Others,Needs Nurturing
J0345-SET-XXXL,1,16,7684.48,4,3,3,433,10,Champions,Needs Nurturing
J0346-SET-L,2,40,18899.04,4,4,4,444,12,Champions,Needs Nurturing
J0346-SET-S,45,4,1904.0,1,2,2,122,5,At Risk,Churn Likely
J0346-SET-XL,3,63,29777.14,4,4,4,444,12,Champions,Needs Nurturing
J0346-SET-XS,12,17,8017.9,3,3,3,333,9,Champions,Needs Nurturing
J0346-SET-XXL,10,23,10339.24,3,4,3,343,10,Champions,Needs Nurturing
J0346-SET-XXXL,3,22,10387.24,4,4,3,443,11,Champions,Needs Nurturing
J0347-SET-L,4,5,3101.0,4,2,2,422,8,Loyal,Retained
J0347-SET-XL,11,19,11668.6,3,4,4,344,11,Champions,Needs Nurturing
J0347-SET-XS,4,5,3178.48,4,2,2,422,8,Loyal,Retained
J0347-SET-XXL,14,4,1863.0,2,2,2,222,6,Others,Needs Nurturing
J0347-SET-XXXL,9,7,4318.0,3,2,3,323,8,Others,Needs Nurturing
J0348-SET-L,2,26,11992.38,4,4,4,444,12,Champions,Needs Nurturing
J0348-SET-M,18,13,5862.48,2,3,3,233,8,Others,Needs Nurturing
J0348-SET-S,3,16,7257.9,4,3,3,433,10,Champions,Needs Nurturing
J0348-SET-XL,1,11,4863.0,4,3,3,433,10,Champions,Needs Nurturing
J0348-SET-XS,31,10,4510.0,2,3,3,233,8,Others,Needs Nurturing
J0348-SET-XXL,10,5,2418.0,3,2,2,322,7,Others,Needs Nurturing
J0348-SET-XXXL,6,6,2854.0,3,2,2,322,7,Others,Needs Nurturing
J0349-SET-L,3,110,87425.23,4,4,4,444,12,Champions,Needs Nurturing
J0349-SET-M,1,105,85858.65,4,4,4,444,12,Champions,Needs Nurturing
J0349-SET-S,2,100,80978.23,4,4,4,444,12,Champions,Needs Nurturing
J0349-SET-XL,2,45,37658.57,4,4,4,444,12,Champions,Needs Nurturing
J0349-SET-XS,2,62,50702.0,4,4,4,444,12,Champions,Needs Nurturing
J0349-SET-XXL,5,25,21505.0,3,4,4,344,11,Champions,Needs Nurturing
J0349-SET-XXXL,7,28,24021.42,3,4,4,344,11,Champions,Needs Nurturing
J0350-SET-L,19,6,2712.7200000000003,2,2,2,222,6,Others,Needs Nurturing
J0350-SET-M,25,3,1391.24,2,1,2,212,5,Others,Needs Nurturing
J0350-SET-XL,4,14,6686.24,4,3,3,433,10,Champions,Needs Nurturing
J0350-SET-XS,21,2,956.0,2,1,1,211,4,Others,Needs Nurturing
J0350-SET-XXL,8,7,3259.0,3,2,2,322,7,Others,Needs Nurturing
J0350-SET-XXXL,10,5,2325.0,3,2,2,322,7,Others,Needs Nurturing
J0351-SET-L,4,30,22846.0,4,4,4,444,12,Champions,Needs Nurturing
J0351-SET-M,11,6,4740.0,3,2,3,323,8,Others,Needs Nurturing
J0351-SET-S,1,16,11812.0,4,3,4,434,11,Champions,Needs Nurturing
J0351-SET-XL,1,14,10075.96,4,3,3,433,10,Champions,Needs Nurturing
J0351-SET-XS,5,7,5301.0,3,2,3,323,8,Others,Needs Nurturing
J0351-SET-XXL,6,8,6240.0,3,3,3,333,9,Champions,Needs Nurturing
J0351-SET-XXXL,6,15,11599.0,3,3,4,334,10,Champions,Needs Nurturing
J0352-KR-L,24,7,3856.0,2,2,3,223,7,Others,Needs Nurturing
J0352-KR-M,46,8,5059.76,1,3,3,133,7,At Risk,Churn Likely
J0352-KR-S,1,14,8970.0,4,3,3,433,10,Champions,Needs Nurturing
J0352-KR-XL,54,10,6277.28,1,3,3,133,7,At Risk,Churn Likely
J0352-KR-XXL,8,19,12501.0,3,4,4,344,11,Champions,Needs Nurturing
J0353-KR-L,2,13,8065.0,4,3,3,433,10,Champions,Needs Nurturing
J0353-KR-M,9,14,8738.0,3,3,3,333,9,Champions,Needs Nurturing
J0353-KR-S,14,8,4891.33,2,3,3,233,8,Others,Needs Nurturing
J0353-KR-XL,4,39,23934.33,4,4,4,444,12,Champions,Needs Nurturing
J0353-KR-XXL,2,26,15715.0,4,4,4,444,12,Champions,Needs Nurturing
J0354-KR-L,2,29,17949.95,4,4,4,444,12,Champions,Needs Nurturing
J0354-KR-M,2,30,18802.0,4,4,4,444,12,Champions,Needs Nurturing
J0354-KR-S,2,21,12510.0,4,4,4,444,12,Champions,Needs Nurturing
J0354-KR-XL,3,16,9206.95,4,3,3,433,10,Champions,Needs Nurturing
J0354-KR-XXL,1,20,12378.0,4,4,4,444,12,Champions,Needs Nurturing
J0355-KR-L,8,45,28047.43,3,4,4,344,11,Champions,Needs Nurturing
J0355-KR-M,8,29,17540.76,3,4,4,344,11,Champions,Needs Nurturing
J0355-KR-S,6,20,11428.57,3,4,4,344,11,Champions,Needs Nurturing
J0355-KR-XL,4,12,7421.52,4,3,3,433,10,Champions,Needs Nurturing
J0355-KR-XXL,7,19,11610.33,3,4,4,344,11,Champions,Needs Nurturing
J0369-SKD-L,9,7,7664.54,3,2,3,323,8,Others,Needs Nurturing
J0369-SKD-M,2,12,13173.5,4,3,4,434,11,Champions,Needs Nurturing
J0369-SKD-S,22,8,8093.0,2,3,3,233,8,Others,Needs Nurturing
J0369-SKD-XL,59,4,4278.25,1,2,3,123,6,At Risk,Churn Likely
J0369-SKD-XS,63,4,4396.0,1,2,3,123,6,At Risk,Churn Likely
J0369-SKD-XXL,58,2,2198.0,1,1,2,112,4,At Risk,Churn Likely
J0369-SKD-XXXL,14,3,3297.0,2,1,2,212,5,Others,Needs Nurturing
J0370-SKD-L,42,1,936.0,1,1,1,111,3,At Risk,Churn Likely
J0370-SKD-S,22,4,3134.0,2,2,2,222,6,Others,Needs Nurturing
J0370-SKD-XL,9,7,6715.0,3,2,3,323,8,Others,Needs Nurturing
J0370-SKD-XS,52,2,2035.0,1,1,2,112,4,At Risk,Churn Likely
J0370-SKD-XXL,2,3,2056.0,4,1,2,412,7,Loyal,Retained
J0370-SKD-XXXL,2,10,10012.0,4,3,3,433,10,Champions,Needs Nurturing
J0371-SKD-M,13,1,1072.0,2,1,1,211,4,Others,Needs Nurturing
J0371-SKD-S,81,2,2198.0,1,1,2,112,4,At Risk,Churn Likely
J0371-SKD-XL,39,1,1199.0,1,1,1,111,3,At Risk,Churn Likely
J0371-SKD-XS,25,4,4369.0,2,2,3,223,7,Others,Needs Nurturing
J0371-SKD-XXL,18,4,4369.0,2,2,3,223,7,Others,Needs Nurturing
J0371-SKD-XXXL,20,2,2171.0,2,1,2,212,5,Others,Needs Nurturing
J0372-SKD-L,2,19,20342.0,4,4,4,444,12,Champions,Needs Nurturing
J0372-SKD-M,7,16,17007.5,3,3,4,334,10,Champions,Needs Nurturing
J0372-SKD-S,15,6,6594.0,2,2,3,223,7,Others,Needs Nurturing
J0372-SKD-XL,14,5,3231.0,2,2,2,222,6,Others,Needs Nurturing
J0372-SKD-XS,4,4,4496.0,4,2,3,423,9,Champions,Needs Nurturing
J0372-SKD-XXL,9,9,9616.0,3,3,3,333,9,Champions,Needs Nurturing
J0372-SKD-XXXL,12,6,6594.0,3,2,3,323,8,Others,Needs Nurturing
J0373-KR-L,1,11,6497.0,4,3,3,433,10,Champions,Needs Nurturing
J0373-KR-M,39,15,8896.1,1,3,3,133,7,At Risk,Churn Likely
J0373-KR-S,14,11,6421.0,2,3,3,233,8,Others,Needs Nurturing
J0373-KR-XL,4,18,10447.43,4,4,3,443,11,Champions,Needs Nurturing
J0373-KR-XS,1,14,8215.0,4,3,3,433,10,Champions,Needs Nurturing
J0373-KR-XXL,2,22,11920.86,4,4,4,444,12,Champions,Needs Nurturing
J0373-KR-XXXL,5,16,9116.43,3,3,3,333,9,Champions,Needs Nurturing
J0374-KR-L,2,4,2456.0,4,2,2,422,8,Loyal,Retained
J0374-KR-XL,4,4,2420.0,4,2,2,422,8,Loyal,Retained
J0374-KR-XS,9,2,1210.0,3,1,1,311,5,Others,Needs Nurturing
J0374-KR-XXL,6,5,3034.0,3,2,2,322,7,Others,Needs Nurturing
J0374-KR-XXXL,13,4,2456.0,2,2,2,222,6,Others,Needs Nurturing
J0375-SKD-L,6,4,4196.0,3,2,3,323,8,Others,Needs Nurturing
J0375-SKD-M,9,4,4152.0,3,2,3,323,8,Others,Needs Nurturing
J0375-SKD-S,21,3,2198.0,2,1,2,212,5,Others,Needs Nurturing
J0375-SKD-XL,2,9,9163.0,4,3,3,433,10,Champions,Needs Nurturing
J0375-SKD-XS,32,2,2098.0,2,1,2,212,5,Others,Needs Nurturing
J0375-SKD-XXL,58,2,2198.0,1,1,2,112,4,At Risk,Churn Likely
J0375-SKD-XXXL,15,6,6194.0,2,2,3,223,7,Others,Needs Nurturing
J0376-SKD-L,10,30,30175.33,3,4,4,344,11,Champions,Needs Nurturing
J0376-SKD-M,11,24,24114.0,3,4,4,344,11,Champions,Needs Nurturing
J0376-SKD-S,11,36,36262.08,3,4,4,344,11,Champions,Needs Nurturing
J0376-SKD-XL,1,33,32166.0,4,4,4,444,12,Champions,Needs Nurturing
J0376-SKD-XS,9,26,25113.54,3,4,4,344,11,Champions,Needs Nurturing
J0376-SKD-XXL,13,39,40043.0,2,4,4,244,10,Champions,Needs Nurturing
J0376-SKD-XXXL,11,23,23245.0,3,4,4,344,11,Champions,Needs Nurturing
J0377-SKD-L,5,23,24588.43,3,4,4,344,11,Champions,Needs Nurturing
J0377-SKD-M,3,21,20690.0,4,4,4,444,12,Champions,Needs Nurturing
J0377-SKD-S,72,3,3297.0,1,1,2,112,4,At Risk,Churn Likely
J0377-SKD-XL,14,28,29534.86,2,4,4,244,10,Champions,Needs Nurturing
J0377-SKD-XS,19,4,4096.0,2,2,3,223,7,Others,Needs Nurturing
J0377-SKD-XXL,2,20,21399.0,4,4,4,444,12,Champions,Needs Nurturing
J0377-SKD-XXXL,23,15,16654.0,2,3,4,234,9,Champions,Needs Nurturing
J0378-SKD-L,2,2,2292.0,4,1,2,412,7,Loyal,Retained
J0378-SKD-M,27,5,5589.0,2,2,3,223,7,Others,Needs Nurturing
J0378-SKD-S,2,3,3344.0,4,1,2,412,7,Loyal,Retained
J0378-SKD-XL,2,8,9087.0,4,3,3,433,10,Champions,Needs Nurturing
J0378-SKD-XS,6,2,2292.0,3,1,2,312,6,Others,Needs Nurturing
J0378-SKD-XXL,61,5,5508.0,1,2,3,123,6,At Risk,Churn Likely
J0378-SKD-XXXL,11,3,3357.0,3,1,2,312,6,Others,Needs Nurturing
J0379-SKD-L,1,52,66523.0,4,4,4,444,12,Champions,Needs Nurturing
J0379-SKD-M,3,41,53124.43,4,4,4,444,12,Champions,Needs Nurturing
J0379-SKD-S,5,30,39347.04,3,4,4,344,11,Champions,Needs Nurturing
J0379-SKD-XL,2,31,41334.43,4,4,4,444,12,Champions,Needs Nurturing
J0379-SKD-XS,2,13,17551.0,4,3,4,434,11,Champions,Needs Nurturing
J0379-SKD-XXL,8,21,23649.0,3,4,4,344,11,Champions,Needs Nurturing
J0379-SKD-XXXL,2,14,17633.0,4,3,4,434,11,Champions,Needs Nurturing
J0380-SKD-L,10,4,5666.0,3,2,3,323,8,Others,Needs Nurturing
J0380-SKD-M,1,7,10066.0,4,2,3,423,9,Champions,Needs Nurturing
J0380-SKD-S,11,9,12684.0,3,3,4,334,10,Champions,Needs Nurturing
J0380-SKD-XL,6,5,7190.0,3,2,3,323,8,Others,Needs Nurturing
J0380-SKD-XS,11,1,1352.0,3,1,1,311,5,Others,Needs Nurturing
J0380-SKD-XXL,1,9,12942.0,4,3,4,434,11,Champions,Needs Nurturing
J0380-SKD-XXXL,10,6,5666.0,3,2,3,323,8,Others,Needs Nurturing
J0381-SKD-L,5,14,15822.0,3,3,4,334,10,Champions,Needs Nurturing
J0381-SKD-M,3,18,19694.0,4,4,4,444,12,Champions,Needs Nurturing
J0381-SKD-S,28,9,10750.21,2,3,3,233,8,Others,Needs Nurturing
J0381-SKD-XL,3,12,14410.0,4,3,4,434,11,Champions,Needs Nurturing
J0381-SKD-XS,5,7,8787.0,3,2,3,323,8,Others,Needs Nurturing
J0381-SKD-XXL,6,6,6342.0,3,2,3,323,8,Others,Needs Nurturing
J0381-SKD-XXXL,16,11,13118.21,2,3,4,234,9,Champions,Needs Nurturing
J0382-SKD-L,12,24,26664.32,3,4,4,344,11,Champions,Needs Nurturing
J0382-SKD-M,2,32,38353.0,4,4,4,444,12,Champions,Needs Nurturing
J0382-SKD-S,1,20,22344.32,4,4,4,444,12,Champions,Needs Nurturing
J0382-SKD-XL,11,16,17131.0,3,3,4,334,10,Champions,Needs Nurturing
J0382-SKD-XS,2,14,15873.0,4,3,4,434,11,Champions,Needs Nurturing
J0382-SKD-XXL,6,11,12295.64,3,3,4,334,10,Champions,Needs Nurturing
J0382-SKD-XXXL,8,9,11156.32,3,3,4,334,10,Champions,Needs Nurturing
J0385-KR-L,2,15,13628.0,4,3,4,434,11,Champions,Needs Nurturing
J0385-KR-M,1,20,18025.71,4,4,4,444,12,Champions,Needs Nurturing
J0385-KR-S,10,14,12286.24,3,3,4,334,10,Champions,Needs Nurturing
J0385-KR-XL,6,12,10560.71,3,3,3,333,9,Champions,Needs Nurturing
J0385-KR-XS,17,6,5328.0,2,2,3,223,7,Others,Needs Nurturing
J0385-KR-XXL,2,8,7412.0,4,3,3,433,10,Champions,Needs Nurturing
J0385-KR-XXXL,6,9,7939.0,3,3,3,333,9,Champions,Needs Nurturing
J0386-KR-L,7,18,17428.66,3,4,4,344,11,Champions,Needs Nurturing
J0386-KR-M,12,9,8587.0,3,3,3,333,9,Champions,Needs Nurturing
J0386-KR-S,2,12,10463.0,4,3,3,433,10,Champions,Needs Nurturing
J0386-KR-XL,17,7,6769.0,2,2,3,223,7,Others,Needs Nurturing
J0386-KR-XS,7,4,3752.0,3,2,2,322,7,Others,Needs Nurturing
J0386-KR-XXL,5,8,7620.0,3,3,3,333,9,Champions,Needs Nurturing
J0386-KR-XXXL,13,6,5802.0,2,2,3,223,7,Others,Needs Nurturing
J0388-TP-L,1,5,3409.0,4,2,2,422,8,Loyal,Retained
J0388-TP-M,2,3,2070.0,4,1,2,412,7,Loyal,Retained
J0388-TP-S,40,1,690.0,1,1,1,111,3,At Risk,Churn Likely
J0388-TP-XL,10,5,3409.0,3,2,2,322,7,Others,Needs Nurturing
J0388-TP-XS,28,3,2070.0,2,1,2,212,5,Others,Needs Nurturing
J0388-TP-XXL,8,1,649.0,3,1,1,311,5,Others,Needs Nurturing
J0389-TP-L,8,5,3165.0,3,2,2,322,7,Others,Needs Nurturing
J0389-TP-M,2,8,5844.0,4,3,3,433,10,Champions,Needs Nurturing
J0389-TP-S,6,4,2660.0,3,2,2,322,7,Others,Needs Nurturing
J0389-TP-XL,16,4,2660.0,2,2,2,222,6,Others,Needs Nurturing
J0389-TP-XS,4,2,1330.0,4,1,1,411,6,Loyal,Retained
J0389-TP-XXL,6,4,2920.0,3,2,2,322,7,Others,Needs Nurturing
J0389-TP-XXXL,16,2,1330.0,2,1,1,211,4,Others,Needs Nurturing
J0390-TP-L,6,13,8051.0,3,3,3,333,9,Champions,Needs Nurturing
J0390-TP-M,4,8,5732.0,4,3,3,433,10,Champions,Needs Nurturing
J0390-TP-S,17,4,2500.0,2,2,2,222,6,Others,Needs Nurturing
J0390-TP-XL,28,5,3125.0,2,2,2,222,6,Others,Needs Nurturing
J0390-TP-XS,30,7,4375.0,2,2,3,223,7,Others,Needs Nurturing
J0390-TP-XXL,15,3,1875.0,2,1,2,212,5,Others,Needs Nurturing
J0390-TP-XXXL,13,6,3994.0,2,2,3,223,7,Others,Needs Nurturing
J0391-TP-L,5,16,10534.0,3,3,3,333,9,Champions,Needs Nurturing
J0391-TP-M,2,13,8765.0,4,3,3,433,10,Champions,Needs Nurturing
J0391-TP-S,4,3,2336.0,4,1,2,412,7,Loyal,Retained
J0391-TP-XL,6,11,7125.0,3,3,3,333,9,Champions,Needs Nurturing
J0391-TP-XS,17,2,1380.0,2,1,1,211,4,Others,Needs Nurturing
J0391-TP-XXL,1,10,6826.14,4,3,3,433,10,Champions,Needs Nurturing
J0391-TP-XXXL,7,3,2070.0,3,1,2,312,6,Others,Needs Nurturing
J0392-TP-L,9,3,1801.0,3,1,2,312,6,Others,Needs Nurturing
J0392-TP-XL,15,4,2500.0,2,2,2,222,6,Others,Needs Nurturing
