sku,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Churn_Status
J0003-SET-XXL,2,196,127392.12,4,4,4,444,12,Champions,Needs Nurturing
J0003-SET-XXXL,1,220,144384.88,4,4,4,444,12,Champions,Needs Nurturing
J0004-SKD-L,1,32,34245.0,4,4,4,444,12,Champions,Needs Nurturing
J0004-SKD-M,4,27,30710.0,4,4,4,444,12,Champions,Needs Nurturing
J0004-SKD-S,8,15,17223.0,3,3,4,334,10,Champions,Needs Nurturing
J0004-SKD-XL,1,29,32293.0,4,4,4,444,12,Champions,Needs Nurturing
J0004-SKD-XS,18,7,8172.0,2,2,3,223,7,Others,Needs Nurturing
J0004-SKD-XXL,3,28,32074.0,4,4,4,444,12,Champions,Needs Nurturing
J0004-SKD-XXXL,4,36,41012.0,4,4,4,444,12,Champions,Needs Nurturing
J0005-DR-B-M,15,3,2697.0,2,1,2,212,5,Others,Needs Nurturing
J0005-DR-L,2,69,62738.53,4,4,4,444,12,Champions,Needs Nurturing
J0005-DR-M,3,12,10989.76,4,3,4,434,11,Champions,Needs Nurturing
J0005-DR-S,1,71,65052.57,4,4,4,444,12,Champions,Needs Nurturing
J0005-DR-XL,1,52,46921.59,4,4,4,444,12,Champions,Needs Nurturing
J0005-DR-XS,2,30,29356.75,4,4,4,444,12,Champions,Needs Nurturing
J0005-DR-XXL,23,37,33592.77,2,4,4,244,10,Champions,Needs Nurturing
J0005-DR-XXXL,2,51,46377.76,4,4,4,444,12,Champions,Needs Nurturing
J0006-SET-L,4,59,49547.340000000004,4,4,4,444,12,Champions,Needs Nurturing
J0006-SET-M,2,86,73072.95,4,4,4,444,12,Champions,Needs Nurturing
J0006-SET-S,1,61,50827.04,4,4,4,444,12,Champions,Needs Nurturing
J0006-SET-XL,2,62,51465.48,4,4,4,444,12,Champions,Needs Nurturing
J0006-SET-XS,2,17,14797.0,4,3,4,434,11,Champions,Needs Nurturing
J0006-SET-XXL,10,41,33100.76,3,4,4,344,11,Champions,Needs Nurturing
J0006-SET-XXXL,10,44,38086.0,3,4,4,344,11,Champions,Needs Nurturing
J0007-SKD-L,5,13,11895.0,3,3,4,334,10,Champions,Needs Nurturing
J0007-SKD-M,14,20,21333.78,2,4,4,244,10,Champions,Needs Nurturing
J0007-SKD-S,32,10,10753.89,2,3,3,233,8,Others,Needs Nurturing
J0007-SKD-XL,4,26,28790.0,4,4,4,444,12,Champions,Needs Nurturing
J0007-SKD-XS,27,5,5472.0,2,2,3,223,7,Others,Needs Nurturing
J0007-SKD-XXL,6,14,14140.0,3,3,4,334,10,Champions,Needs Nurturing
J0007-SKD-XXXL,2,19,19783.0,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-L,1,137,146340.0,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-M,1,166,174522.89,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-S,2,138,148401.25,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-XL,2,88,93028.0,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-XS,2,123,135530.82,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-XXL,2,63,69562.0,4,4,4,444,12,Champions,Needs Nurturing
J0008-SKD-XXXL,3,47,51785.0,4,4,4,444,12,Champions,Needs Nurturing
J0009-SKD-L,1,56,44766.0,4,4,4,444,12,Champions,Needs Nurturing
J0009-SKD-M,1,46,38772.14,4,4,4,444,12,Champions,Needs Nurturing
J0009-SKD-S,6,30,26297.0,3,4,4,344,11,Champions,Needs Nurturing
J0009-SKD-XL,1,35,29860.57,4,4,4,444,12,Champions,Needs Nurturing
J0009-SKD-XS,8,14,12226.0,3,3,4,334,10,Champions,Needs Nurturing
J0009-SKD-XXL,3,22,17400.0,4,4,4,444,12,Champions,Needs Nurturing
J0009-SKD-XXXL,3,32,26652.14,4,4,4,444,12,Champions,Needs Nurturing
J0010-LCD-L,4,18,19695.86,4,4,4,444,12,Champions,Needs Nurturing
J0010-LCD-M,16,30,31392.43,2,4,4,244,10,Champions,Needs Nurturing
J0010-LCD-S,20,31,30805.44,2,4,4,244,10,Champions,Needs Nurturing
J0010-LCD-XL,1,8,8322.0,4,3,3,433,10,Champions,Needs Nurturing
J0010-LCD-XS,13,18,17355.43,2,4,4,244,10,Champions,Needs Nurturing
J0010-LCD-XXL,18,7,7323.0,2,2,3,223,7,Others,Needs Nurturing
J0010-LCD-XXXL,17,16,16974.0,2,3,4,234,9,Champions,Needs Nurturing
J0011-LCD-A-L,22,2,3390.0,2,1,2,212,5,Others,Needs Nurturing
J0011-LCD-M,2,33,49045.28,4,4,4,444,12,Champions,Needs Nurturing
J0011-LCD-S,4,26,41640.78,4,4,4,444,12,Champions,Needs Nurturing
J0011-LCD-XL,6,12,19594.39,3,3,4,334,10,Champions,Needs Nurturing
J0011-LCD-XS,8,15,23357.14,3,3,4,334,10,Champions,Needs Nurturing
J0011-LCD-XXL,3,8,13390.0,4,3,4,434,11,Champions,Needs Nurturing
J0011-LCD-XXXL,10,11,16051.39,3,3,4,334,10,Champions,Needs Nurturing
J0012-SKD-L,1,72,82186.0,4,4,4,444,12,Champions,Needs Nurturing
J0012-SKD-M,3,65,72728.0,4,4,4,444,12,Champions,Needs Nurturing
J0012-SKD-S,2,31,36020.0,4,4,4,444,12,Champions,Needs Nurturing
J0012-SKD-XL,5,84,94378.0,3,4,4,344,11,Champions,Needs Nurturing
J0012-SKD-XS,1,37,41588.0,4,4,4,444,12,Champions,Needs Nurturing
J0012-SKD-XXL,2,66,75029.0,4,4,4,444,12,Champions,Needs Nurturing
J0012-SKD-XXXL,2,51,57088.54,4,4,4,444,12,Champions,Needs Nurturing
J0013-SKD-L,1,41,41337.11,4,4,4,444,12,Champions,Needs Nurturing
J0013-SKD-M,3,38,40051.0,4,4,4,444,12,Champions,Needs Nurturing
J0013-SKD-S,2,19,19980.0,4,4,4,444,12,Champions,Needs Nurturing
J0013-SKD-XS,9,18,18632.52,3,4,4,344,11,Champions,Needs Nurturing
J0013-SKD-XXL,5,33,35160.25,3,4,4,344,11,Champions,Needs Nurturing
J0013-SKD-XXXL,3,28,35013.14,4,4,4,444,12,Champions,Needs Nurturing
J0014-LCD-L,26,9,13146.0,2,3,4,234,9,Champions,Needs Nurturing
J0014-LCD-M,15,16,23441.0,2,3,4,234,9,Champions,Needs Nurturing
J0014-LCD-S,16,18,27059.11,2,4,4,244,10,Champions,Needs Nurturing
J0014-LCD-XL,7,5,7692.0,3,2,3,323,8,Others,Needs Nurturing
J0014-LCD-XS,26,12,19047.0,2,3,4,234,9,Champions,Needs Nurturing
J0014-LCD-XXL,18,3,4944.0,2,1,3,213,6,Others,Needs Nurturing
J0014-LCD-XXXL,34,2,2847.0,1,1,2,112,4,At Risk,Churn Likely
J0015-DR-S,35,2,1132.0,1,1,1,111,3,At Risk,Churn Likely
J0015-DR-XS,65,2,1132.0,1,1,1,111,3,At Risk,Churn Likely
J0016-DR-XS,53,3,1250.0,1,1,1,111,3,At Risk,Churn Likely
J0019-SET-M,14,1,566.0,2,1,1,211,4,Others,Needs Nurturing
J0019-SET-S,72,1,587.0,1,1,1,111,3,At Risk,Churn Likely
J0019-SET-XS,25,2,1145.0,2,1,1,211,4,Others,Needs Nurturing
J0020-SET-XL,33,3,1694.0,1,1,2,112,4,At Risk,Churn Likely
J0020-SET-XS,15,2,1123.0,2,1,1,211,4,Others,Needs Nurturing
J0020-SET-XXL,79,2,1142.0,1,1,1,111,3,At Risk,Churn Likely
J0020-SET-XXXL,50,4,2229.0,1,2,2,122,5,At Risk,Churn Likely
J0021-TP-L,16,2,648.0,2,1,1,211,4,Others,Needs Nurturing
J0021-TP-XXL,8,2,628.0,3,1,1,311,5,Others,Needs Nurturing
J0022-KR-XS,23,2,1054.0,2,1,1,211,4,Others,Needs Nurturing
J0023-TP-L,27,15,5901.0,2,3,3,233,8,Others,Needs Nurturing
J0023-TP-S,32,16,6300.0,2,3,3,233,8,Others,Needs Nurturing
J0023-TP-XL,11,5,1959.0,3,2,2,322,7,Others,Needs Nurturing
J0023-TP-XS,25,8,3324.0,2,3,2,232,7,Others,Needs Nurturing
J0023-TP-XXL,10,29,11319.0,3,4,4,344,11,Champions,Needs Nurturing
J0023-TP-XXXL,22,11,4485.0,2,3,3,233,8,Others,Needs Nurturing
J0024-KR-M,53,1,321.0,1,1,1,111,3,At Risk,Churn Likely
J0024-KR-XL,49,3,979.0,1,1,1,111,3,At Risk,Churn Likely
J0024-KR-XXL,37,2,321.0,1,1,1,111,3,At Risk,Churn Likely
J0025-DR-M,65,2,1132.0,1,1,1,111,3,At Risk,Churn Likely
J0025-DR-S,1,22,13541.0,4,4,4,444,12,Champions,Needs Nurturing
J0025-DR-XL,80,4,2560.0,1,2,2,122,5,At Risk,Churn Likely
J0025-DR-XS,21,21,12706.0,2,4,4,244,10,Champions,Needs Nurturing
J0025-DR-XXL,2,14,8024.05,4,3,3,433,10,Champions,Needs Nurturing
J0025-DR-XXXL,61,16,9150.1,1,3,3,133,7,At Risk,Churn Likely
J0026-KR-S,34,7,2226.0,1,2,2,122,5,At Risk,Churn Likely
J0026-KR-XS,56,2,620.86,1,1,1,111,3,At Risk,Churn Likely
J0027-SET-S,26,2,1250.0,2,1,1,211,4,Others,Needs Nurturing
J0027-SET-XS,15,5,3106.0,2,2,2,222,6,Others,Needs Nurturing
J0027-SET-XXL,75,1,0.0,1,1,1,111,3,At Risk,Churn Likely
J0028-KR-L,66,3,954.0,1,1,1,111,3,At Risk,Churn Likely
J0028-KR-S,86,2,645.0,1,1,1,111,3,At Risk,Churn Likely
J0028-KR-XS,5,3,954.0,3,1,1,311,5,Others,Needs Nurturing
J0029-KR-S,49,6,2070.0,1,2,2,122,5,At Risk,Churn Likely
J0029-KR-XS,67,3,1045.0,1,1,1,111,3,At Risk,Churn Likely
J0033-KR-L,31,3,1197.0,2,1,1,211,4,Others,Needs Nurturing
J0033-KR-M,86,1,425.0,1,1,1,111,3,At Risk,Churn Likely
J0033-KR-S,15,5,1596.0,2,2,2,222,6,Others,Needs Nurturing
J0033-KR-XL,21,2,824.0,2,1,1,211,4,Others,Needs Nurturing
J0033-KR-XS,32,4,1596.0,2,2,2,222,6,Others,Needs Nurturing
J0033-KR-XXL,32,5,2021.0,2,2,2,222,6,Others,Needs Nurturing
J0033-KR-XXXL,23,7,2774.0,2,2,2,222,6,Others,Needs Nurturing
J0034-SET-L,9,10,7148.0,3,3,3,333,9,Champions,Needs Nurturing
J0034-SET-M,4,5,3585.0,4,2,2,422,8,Loyal,Retained
J0034-SET-XL,33,4,2894.0,1,2,2,122,5,At Risk,Churn Likely
J0034-SET-XS,87,1,743.0,1,1,1,111,3,At Risk,Churn Likely
J0034-SET-XXL,2,5,3585.0,4,2,2,422,8,Loyal,Retained
J0034-SET-XXXL,65,5,3550.86,1,2,2,122,5,At Risk,Churn Likely
J0036-TP-XS,5,4,1349.62,3,2,1,321,6,Others,Needs Nurturing
J0037-KR-L,7,1,522.0,3,1,1,311,5,Others,Needs Nurturing
J0037-KR-XXL,15,3,1566.0,2,1,2,212,5,Others,Needs Nurturing
J0037-KR-XXXL,7,4,2088.0,3,2,2,322,7,Others,Needs Nurturing
J0038-DR-S,82,1,546.0,1,1,1,111,3,At Risk,Churn Likely
J0038-DR-XS,33,6,3250.0,1,2,2,122,5,At Risk,Churn Likely
J0038-DR-XXXL,82,2,1221.0,1,1,1,111,3,At Risk,Churn Likely
J0039-SET-S,65,2,1296.0,1,1,1,111,3,At Risk,Churn Likely
J0039-SET-XS,26,1,625.0,2,1,1,211,4,Others,Needs Nurturing
J0040-SET-XS,44,1,643.0,1,1,1,111,3,At Risk,Churn Likely
J0040-SET-XXXL,38,2,1279.38,1,1,1,111,3,At Risk,Churn Likely
J0041-SET-L,3,56,37671.67,4,4,4,444,12,Champions,Needs Nurturing
J0041-SET-M,2,67,43696.19,4,4,4,444,12,Champions,Needs Nurturing
J0041-SET-S,9,53,33607.66,3,4,4,344,11,Champions,Needs Nurturing
J0041-SET-XL,3,77,50093.33,4,4,4,444,12,Champions,Needs Nurturing
J0041-SET-XS,2,64,41196.33,4,4,4,444,12,Champions,Needs Nurturing
J0041-SET-XXL,46,8,5251.0,1,3,3,133,7,At Risk,Churn Likely
J0041-SET-XXXL,44,7,4801.0,1,2,3,123,6,At Risk,Churn Likely
J0042-DR-L,78,2,657.0,1,1,1,111,3,At Risk,Churn Likely
J0042-DR-S,34,2,1291.0,1,1,1,111,3,At Risk,Churn Likely
J0042-DR-XL,52,1,634.0,1,1,1,111,3,At Risk,Churn Likely
J0042-DR-XS,3,1,634.0,4,1,1,411,6,Loyal,Retained
J0043-SET-S,52,1,611.0,1,1,1,111,3,At Risk,Churn Likely
J0043-SET-XL,47,2,1246.0,1,1,1,111,3,At Risk,Churn Likely
J0043-SET-XS,9,4,2432.0,3,2,2,322,7,Others,Needs Nurturing
J0044-TP-S,22,4,1260.0,2,2,1,221,5,Others,Needs Nurturing
J0044-TP-XS,86,2,598.0,1,1,1,111,3,At Risk,Churn Likely
J0047-TP-XL,66,2,675.0,1,1,1,111,3,At Risk,Churn Likely
J0048-TP-S,12,4,1346.0,3,2,1,321,6,Others,Needs Nurturing
J0048-TP-XL,69,4,1350.0,1,2,1,121,4,At Risk,Churn Likely
J0048-TP-XS,16,3,1009.0,2,1,1,211,4,Others,Needs Nurturing
J0048-TP-XXL,22,8,2347.0,2,3,2,232,7,Others,Needs Nurturing
J0049-TP-L,41,2,642.0,1,1,1,111,3,At Risk,Churn Likely
J0049-TP-M,42,3,963.71,1,1,1,111,3,At Risk,Churn Likely
J0049-TP-S,75,1,329.0,1,1,1,111,3,At Risk,Churn Likely
J0049-TP-XL,1,3,953.0,4,1,1,411,6,Loyal,Retained
J0049-TP-XS,67,1,329.0,1,1,1,111,3,At Risk,Churn Likely
J0049-TP-XXL,16,5,1613.0,2,2,2,222,6,Others,Needs Nurturing
J0049-TP-XXXL,57,3,987.0,1,1,1,111,3,At Risk,Churn Likely
J0051-KR-S,35,3,1836.0,1,1,2,112,4,At Risk,Churn Likely
J0052-KR-XS,21,1,699.0,2,1,1,211,4,Others,Needs Nurturing
J0053-KR-XS,29,1,499.0,2,1,1,211,4,Others,Needs Nurturing
J0055-SET-XS,17,4,3740.0,2,2,2,222,6,Others,Needs Nurturing
J0057-DR-S,15,1,475.0,2,1,1,211,4,Others,Needs Nurturing
J0057-DR-XS,12,7,3341.0,3,2,2,322,7,Others,Needs Nurturing
J0057-DR-XXXL,46,1,452.38,1,1,1,111,3,At Risk,Churn Likely
J0058-DR-XS,86,1,473.0,1,1,1,111,3,At Risk,Churn Likely
J0062-DR-L,43,1,475.0,1,1,1,111,3,At Risk,Churn Likely
J0062-DR-M,1,1,475.0,4,1,1,411,6,Loyal,Retained
J0062-DR-S,60,3,1473.0,1,1,2,112,4,At Risk,Churn Likely
J0062-DR-XS,32,3,1441.0,2,1,2,212,5,Others,Needs Nurturing
J0062-DR-XXL,40,3,1473.0,1,1,2,112,4,At Risk,Churn Likely
J0070-KR-M,70,2,636.0,1,1,1,111,3,At Risk,Churn Likely
J0070-KR-S,28,1,318.0,2,1,1,211,4,Others,Needs Nurturing
J0070-KR-XS,75,1,318.0,1,1,1,111,3,At Risk,Churn Likely
J0070-KR-XXL,68,1,318.0,1,1,1,111,3,At Risk,Churn Likely
J0072-KR-L,2,1,318.0,4,1,1,411,6,Loyal,Retained
J0072-KR-M,40,2,636.0,1,1,1,111,3,At Risk,Churn Likely
J0072-KR-S,31,3,954.0,2,1,1,211,4,Others,Needs Nurturing
J0072-KR-XL,10,5,1580.0,3,2,2,322,7,Others,Needs Nurturing
J0072-KR-XS,37,1,318.0,1,1,1,111,3,At Risk,Churn Likely
J0072-KR-XXL,82,1,318.0,1,1,1,111,3,At Risk,Churn Likely
J0072-KR-XXXL,70,1,318.0,1,1,1,111,3,At Risk,Churn Likely
J0073-KR-L,32,1,333.0,2,1,1,211,4,Others,Needs Nurturing
J0073-KR-M,10,3,1001.0,3,1,1,311,5,Others,Needs Nurturing
J0073-KR-XL,5,3,1021.0,3,1,1,311,5,Others,Needs Nurturing
J0073-KR-XXL,10,3,979.0,3,1,1,311,5,Others,Needs Nurturing
J0073-KR-XXXL,2,5,1689.0,4,2,2,422,8,Loyal,Retained
J0074-TP-L,63,1,294.0,1,1,1,111,3,At Risk,Churn Likely
J0074-TP-S,82,1,294.0,1,1,1,111,3,At Risk,Churn Likely
J0074-TP-XL,26,2,650.0,2,1,1,211,4,Others,Needs Nurturing
J0074-TP-XS,16,1,301.0,2,1,1,211,4,Others,Needs Nurturing
J0074-TP-XXL,40,2,602.0,1,1,1,111,3,At Risk,Churn Likely
J0075-KR-M,87,1,363.0,1,1,1,111,3,At Risk,Churn Likely
J0075-KR-S,68,1,359.0,1,1,1,111,3,At Risk,Churn Likely
J0075-KR-XS,11,2,700.0,3,1,1,311,5,Others,Needs Nurturing
J0076-SET-S,79,1,468.0,1,1,1,111,3,At Risk,Churn Likely
J0077-SKD-L,22,4,4272.18,2,2,3,223,7,Others,Needs Nurturing
J0077-SKD-M,33,5,5641.64,1,2,3,123,6,At Risk,Churn Likely
J0077-SKD-S,2,13,14410.0,4,3,4,434,11,Champions,Needs Nurturing
J0077-SKD-XL,86,1,1170.0,1,1,1,111,3,At Risk,Churn Likely
J0077-SKD-XS,18,12,13141.25,2,3,4,234,9,Champions,Needs Nurturing
J0077-SKD-XXL,47,3,3415.0,1,1,2,112,4,At Risk,Churn Likely
J0077-SKD-XXXL,46,3,3427.0,1,1,2,112,4,At Risk,Churn Likely
J0078-SET-L,67,1,999.0,1,1,1,111,3,At Risk,Churn Likely
J0078-SET-M,79,2,1998.0,1,1,2,112,4,At Risk,Churn Likely
J0078-SET-S,27,5,4949.0,2,2,3,223,7,Others,Needs Nurturing
J0078-SET-XL,43,2,1923.0,1,1,2,112,4,At Risk,Churn Likely
J0078-SET-XXL,59,2,1998.0,1,1,2,112,4,At Risk,Churn Likely
J0078-SET-XXXL,53,1,947.0,1,1,1,111,3,At Risk,Churn Likely
J0079-SKD-L,41,2,2915.8199999999997,1,1,2,112,4,At Risk,Churn Likely
J0079-SKD-S,29,2,3079.0,2,1,2,212,5,Others,Needs Nurturing
J0079-SKD-XL,24,1,1523.0,2,1,2,212,5,Others,Needs Nurturing
J0079-SKD-XXXL,24,4,5994.82,2,2,3,223,7,Others,Needs Nurturing
J0080-TP-L,66,1,474.11,1,1,1,111,3,At Risk,Churn Likely
J0080-TP-S,56,7,4158.0,1,2,3,123,6,At Risk,Churn Likely
J0080-TP-XS,20,20,11430.0,2,4,4,244,10,Champions,Needs Nurturing
J0080-TP-XXL,83,2,1209.0,1,1,1,111,3,At Risk,Churn Likely
J0081-DR-L,2,7,4606.0,4,2,3,423,9,Champions,Needs Nurturing
J0081-DR-M,34,9,5890.67,1,3,3,133,7,At Risk,Churn Likely
J0081-DR-S,32,4,2632.0,2,2,2,222,6,Others,Needs Nurturing
J0081-DR-XL,4,11,6697.01,4,3,3,433,10,Champions,Needs Nurturing
J0081-DR-XS,26,2,1478.0,2,1,2,212,5,Others,Needs Nurturing
J0081-DR-XXL,33,9,5922.0,1,3,3,133,7,At Risk,Churn Likely
J0081-DR-XXXL,53,4,2612.0,1,2,2,122,5,At Risk,Churn Likely
J0082-TP-L,3,2,720.0,4,1,1,411,6,Loyal,Retained
J0082-TP-S,40,3,1080.0,1,1,1,111,3,At Risk,Churn Likely
J0082-TP-XL,14,8,2880.0,2,3,2,232,7,Others,Needs Nurturing
J0082-TP-XS,31,1,360.0,2,1,1,211,4,Others,Needs Nurturing
J0082-TP-XXL,17,4,1422.8600000000001,2,2,2,222,6,Others,Needs Nurturing
J0083-KR-L,13,17,7865.2,2,3,3,233,8,Others,Needs Nurturing
J0083-KR-M,16,14,8092.0,2,3,3,233,8,Others,Needs Nurturing
J0083-KR-S,28,6,3416.0,2,2,2,222,6,Others,Needs Nurturing
J0083-KR-XL,13,12,5676.0,2,3,3,233,8,Others,Needs Nurturing
J0083-KR-XS,49,1,565.0,1,1,1,111,3,At Risk,Churn Likely
J0083-KR-XXL,14,6,1721.0,2,2,2,222,6,Others,Needs Nurturing
J0083-KR-XXXL,12,9,5163.0,3,3,3,333,9,Champions,Needs Nurturing
J0084-TP-M,63,1,560.0,1,1,1,111,3,At Risk,Churn Likely
J0084-TP-S,82,1,560.0,1,1,1,111,3,At Risk,Churn Likely
J0084-TP-XS,54,2,1120.0,1,1,1,111,3,At Risk,Churn Likely
J0085-TP-L,3,1,346.0,4,1,1,411,6,Loyal,Retained
J0085-TP-M,44,3,706.0,1,1,1,111,3,At Risk,Churn Likely
J0085-TP-S,8,7,2539.0,3,2,2,322,7,Others,Needs Nurturing
J0085-TP-XL,7,10,3532.52,3,3,2,332,8,Others,Needs Nurturing
J0085-TP-XS,36,3,1049.52,1,1,1,111,3,At Risk,Churn Likely
J0085-TP-XXL,13,2,706.0,2,1,1,211,4,Others,Needs Nurturing
J0085-TP-XXXL,6,3,1066.0,3,1,1,311,5,Others,Needs Nurturing
J0086-DR-XS,64,2,1138.0,1,1,1,111,3,At Risk,Churn Likely
J0086-DR-XXXL,67,3,1707.0,1,1,2,112,4,At Risk,Churn Likely
J0087-TP-L,59,3,987.0,1,1,1,111,3,At Risk,Churn Likely
J0087-TP-M,62,6,1974.0,1,2,2,122,5,At Risk,Churn Likely
J0087-TP-S,71,2,658.0,1,1,1,111,3,At Risk,Churn Likely
J0087-TP-XL,70,1,329.0,1,1,1,111,3,At Risk,Churn Likely
J0087-TP-XS,73,2,658.0,1,1,1,111,3,At Risk,Churn Likely
J0087-TP-XXL,13,3,978.0,2,1,1,211,4,Others,Needs Nurturing
J0087-TP-XXXL,57,2,658.0,1,1,1,111,3,At Risk,Churn Likely
J0088-TP-L,23,4,1694.0,2,2,2,222,6,Others,Needs Nurturing
J0088-TP-M,3,12,4848.0,4,3,3,433,10,Champions,Needs Nurturing
J0088-TP-S,16,7,2872.0,2,2,2,222,6,Others,Needs Nurturing
J0088-TP-XL,13,13,5285.0,2,3,3,233,8,Others,Needs Nurturing
J0088-TP-XS,12,5,2093.0,3,2,2,322,7,Others,Needs Nurturing
J0088-TP-XXL,4,8,3192.0,4,3,2,432,9,Champions,Needs Nurturing
J0088-TP-XXXL,12,8,3486.0,3,3,2,332,8,Others,Needs Nurturing
J0089-TP-L,46,1,346.0,1,1,1,111,3,At Risk,Churn Likely
J0089-TP-M,40,3,1021.52,1,1,1,111,3,At Risk,Churn Likely
J0089-TP-S,2,4,1398.0,4,2,2,422,8,Loyal,Retained
J0089-TP-XL,3,6,2073.52,4,2,2,422,8,Loyal,Retained
J0089-TP-XS,14,5,1725.04,2,2,2,222,6,Others,Needs Nurturing
J0089-TP-XXL,4,10,3512.86,4,3,2,432,9,Champions,Needs Nurturing
J0089-TP-XXXL,18,6,2104.0,2,2,2,222,6,Others,Needs Nurturing
J0090-TP-L,8,11,6196.25,3,3,3,333,9,Champions,Needs Nurturing
J0090-TP-M,40,5,2767.0,1,2,2,122,5,At Risk,Churn Likely
J0090-TP-S,19,11,6015.25,2,3,3,233,8,Others,Needs Nurturing
J0090-TP-XL,58,5,2815.0,1,2,2,122,5,At Risk,Churn Likely
J0090-TP-XS,2,3,1641.0,4,1,2,412,7,Loyal,Retained
J0090-TP-XXL,72,3,1628.68,1,1,2,112,4,At Risk,Churn Likely
J0090-TP-XXXL,2,8,4558.0,4,3,3,433,10,Champions,Needs Nurturing
J0091-TP-L,5,2,599.0,3,1,1,311,5,Others,Needs Nurturing
J0091-TP-M,9,5,1500.0,3,2,2,322,7,Others,Needs Nurturing
J0091-TP-S,14,1,301.0,2,1,1,211,4,Others,Needs Nurturing
J0091-TP-XL,8,12,3629.0,3,3,2,332,8,Others,Needs Nurturing
J0091-TP-XS,38,2,602.0,1,1,1,111,3,At Risk,Churn Likely
J0091-TP-XXL,9,9,2690.24,3,3,2,332,8,Others,Needs Nurturing
J0091-TP-XXXL,4,9,2835.0,4,3,2,432,9,Champions,Needs Nurturing
J0092-SET-L,18,20,16677.0,2,4,4,244,10,Champions,Needs Nurturing
J0092-SET-M,45,10,8330.0,1,3,3,133,7,At Risk,Churn Likely
J0092-SET-S,63,2,1666.0,1,1,2,112,4,At Risk,Churn Likely
J0092-SET-XL,8,24,20068.33,3,4,4,344,11,Champions,Needs Nurturing
J0092-SET-XS,10,6,5179.0,3,2,3,323,8,Others,Needs Nurturing
J0092-SET-XXL,26,14,9956.33,2,3,3,233,8,Others,Needs Nurturing
J0092-SET-XXXL,18,13,12473.0,2,3,4,234,9,Champions,Needs Nurturing
J0093-DR-L,69,3,1911.0,1,1,2,112,4,At Risk,Churn Likely
J0093-DR-M,87,1,799.0,1,1,1,111,3,At Risk,Churn Likely
J0093-DR-S,40,3,1835.0,1,1,2,112,4,At Risk,Churn Likely
J0093-DR-XS,42,4,2672.0,1,2,2,122,5,At Risk,Churn Likely
J0093-DR-XXL,62,3,2073.0,1,1,2,112,4,At Risk,Churn Likely
J0094-KR-L,4,11,6418.0,4,3,3,433,10,Champions,Needs Nurturing
J0094-KR-M,4,26,15258.0,4,4,4,444,12,Champions,Needs Nurturing
J0094-KR-S,13,11,5675.0,2,3,3,233,8,Others,Needs Nurturing
J0094-KR-XL,3,22,12121.869999999999,4,4,4,444,12,Champions,Needs Nurturing
J0094-KR-XS,1,8,4579.0,4,3,3,433,10,Champions,Needs Nurturing
J0094-KR-XXL,17,15,8542.96,2,3,3,233,8,Others,Needs Nurturing
J0094-KR-XXXL,41,4,2297.0,1,2,2,122,5,At Risk,Churn Likely
J0095-SET-L,3,75,45825.0,4,4,4,444,12,Champions,Needs Nurturing
J0095-SET-M,1,65,41307.8,4,4,4,444,12,Champions,Needs Nurturing
J0095-SET-S,3,25,16279.0,4,4,4,444,12,Champions,Needs Nurturing
J0095-SET-XL,10,65,40798.09,3,4,4,344,11,Champions,Needs Nurturing
J0095-SET-XS,5,17,10915.0,3,3,4,334,10,Champions,Needs Nurturing
J0095-SET-XXL,4,78,48880.66,4,4,4,444,12,Champions,Needs Nurturing
J0095-SET-XXXL,3,79,49031.27,4,4,4,444,12,Champions,Needs Nurturing
J0096-KR-L,8,35,20354.9,3,4,4,344,11,Champions,Needs Nurturing
J0096-KR-M,6,29,16846.95,3,4,4,344,11,Champions,Needs Nurturing
J0096-KR-S,17,12,6458.71,2,3,3,233,8,Others,Needs Nurturing
J0096-KR-XL,6,56,30866.8,3,4,4,344,11,Champions,Needs Nurturing
J0096-KR-XS,44,12,6774.81,1,3,3,133,7,At Risk,Churn Likely
J0096-KR-XXL,17,46,28124.0,2,4,4,244,10,Champions,Needs Nurturing
J0096-KR-XXXL,1,16,8944.76,4,3,3,433,10,Champions,Needs Nurturing
J0097-KR-L,8,66,36383.020000000004,3,4,4,344,11,Champions,Needs Nurturing
J0097-KR-M,1,79,43270.0,4,4,4,444,12,Champions,Needs Nurturing
J0097-KR-S,1,55,29158.95,4,4,4,444,12,Champions,Needs Nurturing
J0097-KR-XL,7,18,9676.57,3,4,3,343,10,Champions,Needs Nurturing
J0097-KR-XS,6,22,11957.57,3,4,4,344,11,Champions,Needs Nurturing
J0097-KR-XXL,14,32,17054.57,2,4,4,244,10,Champions,Needs Nurturing
J0097-KR-XXXL,1,33,18052.0,4,4,4,444,12,Champions,Needs Nurturing
J0098-TP-L,41,5,1984.0,1,2,2,122,5,At Risk,Churn Likely
J0098-TP-M,8,10,3629.33,3,3,2,332,8,Others,Needs Nurturing
J0098-TP-S,63,2,826.0,1,1,1,111,3,At Risk,Churn Likely
J0098-TP-XS,11,6,2451.0,3,2,2,322,7,Others,Needs Nurturing
